Soil_Type,Sunlight_Hours,Water_Frequency,Fertilizer_Type,Temperature,Humidity,Growth_Milestone
sandy,5.951140385348169,daily,chemical,24.41920504869467,34.765626879841925,1
sandy,8.640838754119603,daily,organic,28.23827265274023,50.49571282928426,0
sandy,4.785241964310099,bi-weekly,chemical,30.023542739080856,43.9532762983452,0
sandy,9.818926270471268,weekly,organic,30.07736165419826,44.99299697399991,0
loam,6.7227372483018355,bi-weekly,none,26.557822253881767,54.85322496622829,0
loam,5.416302780078784,bi-weekly,none,33.08719549987714,58.74872453048809,0
clay,4.440980483980076,bi-weekly,organic,31.348156946122188,34.424143954926436,1
sandy,5.018547430525245,daily,none,30.140962293972507,31.423609232259054,0
clay,7.118643691336106,daily,chemical,16.112110433609214,69.77321210742859,0
loam,6.022019058587718,weekly,chemical,15.137559244392985,39.30913395662208,0
loam,8.973300195295657,weekly,chemical,19.248945543909457,32.15322099633836,1
loam,6.585325141970836,bi-weekly,none,28.270471878269046,37.595013163836796,1
loam,5.492285635525779,bi-weekly,chemical,23.223949777650915,31.558313853938568,0
loam,7.70286991962418,bi-weekly,none,23.048125185986237,45.67243578468687,1
loam,8.240663301312676,weekly,chemical,32.691737764592276,62.09607137805297,1
loam,5.002251447405699,daily,organic,32.91125696263677,43.64977799030882,1
sandy,5.005715297729906,daily,none,33.18350528107172,47.76733627513466,1
clay,4.220028561601258,bi-weekly,none,21.277561530300545,57.02347094269755,1
loam,8.418412090393844,bi-weekly,chemical,28.821116254785235,50.35576280279521,1
sandy,7.98282716573083,bi-weekly,none,20.432663625487393,64.45782744085297,0
sandy,6.847785254498883,bi-weekly,none,18.812196661488997,64.64142700183027,1
clay,9.065022693815184,weekly,organic,18.692649146947385,30.396427819646146,1
loam,8.834020917700318,daily,organic,21.84215241727188,61.121852259327966,0
clay,7.512126186380513,bi-weekly,chemical,23.599152395596434,48.429344009666956,0
loam,9.209627683079551,weekly,organic,31.61898342110137,69.55362165214652,0
sandy,5.235047260220609,bi-weekly,chemical,17.39782186945424,49.329283035017404,0
sandy,4.671517716386367,bi-weekly,chemical,29.698516947897886,69.4758378155319,1
sandy,5.618497669101938,daily,chemical,25.629098283786107,60.182774448229466,1
sandy,4.342521136535889,bi-weekly,none,20.75890685351985,39.94419538453225,1
clay,7.187017168006192,daily,organic,24.856391690656494,51.5357991714783,1
loam,9.61963415376977,daily,chemical,20.998841395540452,69.68542557914331,0
loam,4.236061244011058,daily,organic,26.921639104766122,64.30122431007695,1
clay,4.732659484060161,weekly,chemical,23.676878457104884,33.89467575164885,1
loam,6.7131941697006114,weekly,organic,18.288110581577573,58.25487987239984,0
sandy,9.60325010516743,daily,organic,17.331661491113934,43.82318343483252,1
loam,5.8969366298605035,bi-weekly,chemical,25.9339136414426,30.279290475213926,1
sandy,7.043408852130355,daily,none,33.04826066572207,46.13923876107998,1
clay,4.249437154302353,bi-weekly,organic,21.87915373115371,39.39017686899885,1
loam,4.890059205772533,daily,none,29.660002144452463,62.75477082081886,0
clay,9.919780737753081,bi-weekly,none,28.173227098795337,43.49322435383062,0
loam,9.790712178616273,weekly,chemical,33.63109828618962,63.100947758152685,0
sandy,4.029639885606458,bi-weekly,chemical,31.419620345982818,30.02391755339181,0
clay,9.710870712539434,daily,chemical,26.33210517810926,42.312766001044764,0
loam,7.834719626893002,weekly,organic,28.140609964682145,39.64660857231048,1
sandy,9.207509767120133,bi-weekly,chemical,32.9677293316807,39.34269444274444,1
clay,6.728439133803155,bi-weekly,chemical,22.990375691738695,32.727464790618505,0
clay,7.093576171475501,bi-weekly,organic,21.535894117155546,37.484970816420066,0
loam,6.933079481541521,bi-weekly,organic,15.216221672703927,52.22198279542479,0
loam,8.001185545276627,bi-weekly,chemical,31.531021483829285,41.65444291350978,1
loam,4.837907528537878,weekly,chemical,31.019614008067297,46.69579129316592,0
sandy,4.179841539236068,weekly,chemical,17.089090362003027,45.074675213887545,1
loam,5.8475796495471455,weekly,chemical,26.537147622654004,65.03619699999578,1
clay,8.22808457641988,weekly,none,24.279633963337748,66.21195996042061,1
clay,5.21112071273769,daily,none,17.37418191018223,49.7182788662344,1
loam,8.040594599949504,weekly,chemical,34.61136454121447,43.206238012624176,0
loam,9.819472276643623,bi-weekly,none,19.29391774926711,34.27202816009454,1
clay,4.56340429473651,bi-weekly,organic,16.344683601811223,68.1361151752838,1
sandy,8.035612709350758,weekly,none,26.89694759003819,32.4090777960119,0
loam,6.662501315827427,bi-weekly,none,29.777333542660653,41.90601110273121,1
loam,9.208853526265031,weekly,chemical,15.64886892094374,41.92264804680016,1
clay,5.062898736684316,bi-weekly,none,28.174352774540445,42.81605144560859,1
loam,8.155755713356987,daily,none,25.645837519029087,36.57147373089637,0
sandy,9.02869173788866,daily,none,17.06530017750097,61.32645723694789,1
clay,9.667685316844139,weekly,none,18.45047753892724,34.899914478639566,1
loam,8.099488169737874,weekly,organic,26.359485946321612,55.39626636612651,0
clay,6.983048584050564,weekly,chemical,20.92715227026577,34.9538410682327,0
loam,7.707083441207283,bi-weekly,chemical,33.76631457302632,32.82142550371826,1
loam,9.21342990687231,weekly,organic,31.374804589681016,66.37718014743507,1
loam,7.423658479832978,daily,none,34.67134413027326,37.60515065274823,0
sandy,4.182322358181021,bi-weekly,organic,20.19341677900828,62.85000618238817,1
sandy,9.585692173041867,weekly,none,34.39447265595954,51.785234844285434,0
clay,8.137160506189367,bi-weekly,organic,23.624677395831156,33.11426078435078,1
loam,8.059080314663479,bi-weekly,chemical,21.95037590627509,68.2179276575227,0
loam,5.294050914386303,weekly,chemical,16.006990539387065,39.878446679675704,1
sandy,7.953312821395944,bi-weekly,chemical,16.055305157192052,64.38581381410427,0
loam,6.363186433924951,daily,none,28.840225118933095,36.752400231382566,0
sandy,7.907397862248953,daily,none,24.158579888680556,64.15771528567412,0
loam,4.639558181847944,bi-weekly,organic,19.530432520722115,30.52915251621176,0
clay,7.947071827618216,weekly,organic,27.279406126504654,50.47121826277923,0
loam,9.996482354624,bi-weekly,chemical,20.057162365002224,60.777703176862275,1
loam,4.289272233163336,daily,none,26.55263508688845,67.39182069971133,1
sandy,9.863045105327904,bi-weekly,organic,22.184174939653808,66.36808544825948,0
loam,6.441447764337224,bi-weekly,none,31.47104453223638,62.784994781905795,1
loam,9.224520702023554,daily,none,31.413923215335586,65.52765398645217,1
sandy,8.69431290434964,bi-weekly,chemical,24.547007962448028,37.96878743348306,1
clay,7.402097565920007,bi-weekly,chemical,22.016382186700312,41.367371828469146,1
clay,8.43069525550796,weekly,none,22.25119593118189,41.55874099684234,1
sandy,9.271093367808088,weekly,none,31.11429051336436,45.08215724006796,1
sandy,6.424841929906198,daily,none,21.563589655952242,45.73282681540755,0
sandy,5.962198969379433,daily,none,19.18118747413692,51.78221298618702,1
sandy,8.005560313381508,daily,chemical,16.693766837506136,36.39519053465766,1
sandy,8.84707565164755,weekly,organic,24.333862417688167,57.64986655143957,1
clay,8.573710808659694,daily,chemical,24.64264197839684,36.70266157218026,0
clay,8.786881893151808,daily,organic,31.818174208058142,42.4123392841819,1
sandy,6.613499888877598,daily,none,19.42477392892128,50.13380522424616,1
loam,8.90700529705013,weekly,organic,22.619825473367996,61.85762246093909,1
sandy,4.72125433222365,bi-weekly,chemical,31.168114777873818,59.57876932954909,0
loam,7.266934587765097,daily,chemical,31.47247221497947,55.82137425642089,1
sandy,4.034551962988729,bi-weekly,none,22.692221519575362,36.23093042320681,0
sandy,5.947514979401622,daily,chemical,24.18248046573362,51.88181382462311,1
clay,6.198769209228387,bi-weekly,none,21.06571781698566,33.49786007199542,0
loam,6.377036149655533,weekly,chemical,33.65109756838624,45.09452707186603,0
loam,8.172803240139173,weekly,chemical,17.372875314831607,46.54066121159836,0
clay,6.331348607622075,daily,none,33.6749884600294,31.592457577830153,1
clay,6.6921617357351835,bi-weekly,organic,28.677329036706865,40.95952397879887,0
clay,5.425264785245965,weekly,chemical,25.631443053734625,68.22597869065957,0
clay,6.2395107497760405,daily,organic,15.653181215689917,68.14530431318758,0
loam,5.363617763578909,daily,chemical,24.511923836440168,44.09308217010157,0
loam,4.439175542610662,weekly,chemical,23.154962100054647,31.724004357932962,1
sandy,7.620691560288267,weekly,chemical,18.22437623950245,37.16379757312726,1
sandy,8.009276791330098,daily,chemical,28.12819207001314,45.688711737341606,1
clay,7.716942076057687,bi-weekly,organic,34.42301814736572,67.9111879187692,1
clay,6.780964262803434,bi-weekly,organic,26.243776221290503,35.647962541487395,0
clay,6.278714681075379,bi-weekly,chemical,29.295065528878915,60.54063374672849,1
sandy,9.180001897430952,daily,chemical,16.369009051320337,34.34730157498768,0
sandy,7.114490710817308,weekly,organic,23.353339916339895,69.25030309565108,1
sandy,6.875091265778385,daily,none,17.32716970328992,45.2646599643654,1
sandy,4.153852394838614,weekly,none,27.255916710730208,61.00938155596224,1
sandy,6.047486965756939,bi-weekly,organic,33.769643164283096,43.70364331244527,0
sandy,6.281173712715143,bi-weekly,chemical,28.23555464943277,55.10675508635235,1
sandy,6.392936685381403,weekly,chemical,16.53606096628843,37.68064338960147,1
clay,7.4810342153639935,weekly,none,22.093324099701658,35.840840771878504,1
clay,7.2016152803612705,daily,none,26.01326758881703,67.52256558272525,0
clay,7.647430556760668,bi-weekly,organic,23.064155122665042,66.70589111617734,1
clay,8.58929956925277,daily,none,31.672880209503447,65.49875760851529,1
sandy,8.87791443229656,daily,organic,31.293420094199785,55.017338006663735,0
loam,8.308738457358967,daily,none,27.23662040206443,62.33072844865113,0
sandy,9.733142175729608,bi-weekly,none,22.469158902654105,32.761477476455,1
loam,4.10939549605817,daily,none,20.106727475264883,43.391561675627166,1
clay,5.174667914101277,daily,chemical,17.117486364262586,42.54812499028625,1
sandy,4.045377249868853,daily,chemical,22.09795366973108,55.42581287810453,0
clay,7.884848284927618,daily,chemical,23.263450344154393,44.23831093882562,0
sandy,9.388183293699921,daily,none,28.51645850208147,35.940271265747235,0
clay,5.460893779457796,daily,organic,28.16319648595147,53.85868301654175,1
loam,9.56220726877784,bi-weekly,organic,16.402162792825138,62.57535682676326,0
loam,4.361604341737365,daily,organic,22.905186308623158,45.28493977839893,1
loam,9.606616160833086,weekly,organic,18.63557734434724,35.29074860393927,0
sandy,6.1097361234378065,daily,chemical,18.136254106336114,37.867527892512925,0
loam,4.608524970695299,daily,chemical,31.54604299474492,39.499332206775364,0
sandy,6.915230555117954,bi-weekly,none,15.838304334325152,41.99590371978145,1
loam,5.540659406323048,bi-weekly,none,23.383657518042426,55.711802820252366,1
loam,5.709237411771537,weekly,organic,18.364073115330363,54.03781938150876,1
sandy,5.84373978955772,weekly,chemical,32.58660431356948,57.843194462681566,1
sandy,8.818155386995981,bi-weekly,organic,26.140810265500704,44.50007938126053,0
loam,7.234967660051527,bi-weekly,none,19.62761272753696,62.95990607519913,1
sandy,5.867846194936022,daily,none,25.04854574332753,38.163506446230414,0
loam,7.662002699865511,bi-weekly,organic,29.629727194062315,48.761629900726156,1
sandy,8.296904045339161,weekly,none,34.162360178388674,62.037548861657214,1
clay,5.635744004401203,daily,organic,19.40892008490838,37.20634590930477,0
clay,6.481294609152109,weekly,chemical,32.723635442586904,34.39452454963132,0
clay,4.7313165600216855,daily,organic,33.686082283349805,65.34735870751959,1
clay,5.086896097208082,bi-weekly,chemical,33.32841089064132,43.71718651036784,1
clay,8.086707123789896,weekly,chemical,27.708287137238194,57.35480499636128,0
loam,5.088630086173762,daily,none,27.596413088694156,31.01394417055754,0
clay,7.1509803020023615,daily,none,23.064212663676457,57.60187553637799,0
clay,8.254277570334596,bi-weekly,none,30.04795764607576,42.64405246187882,0
clay,4.641261538568463,bi-weekly,organic,25.625880367018638,32.22963414349767,0
clay,7.403873317773421,bi-weekly,organic,28.54876142456589,54.39251046192468,1
sandy,5.539376702208182,weekly,none,23.56915807697591,39.632152642926926,1
loam,9.777561251425478,daily,organic,29.629929280862783,45.4722896820752,1
clay,6.901273880319549,bi-weekly,none,31.48943035209098,33.22323249146054,1
clay,8.835955298650948,weekly,organic,17.92872513205632,35.88653004379781,0
clay,7.301359252937571,weekly,chemical,31.65859431148456,41.91908941983375,0
loam,4.260475197128915,weekly,chemical,25.805930635806146,33.590380022406286,0
sandy,7.798908253564134,bi-weekly,none,31.893318181804485,66.43305058745261,1
loam,9.708420053239943,bi-weekly,organic,23.626034126820294,30.241881727359136,0
sandy,7.609670920877987,daily,organic,22.5808097076607,49.35440875457246,0
clay,8.915133156560742,daily,chemical,33.30121465034445,34.929898325302055,1
clay,9.305238780090447,bi-weekly,chemical,20.023385350968027,42.30716357911794,1
loam,5.368478631693595,weekly,none,31.884246505722864,67.04238239273062,1
loam,5.27226903944936,weekly,chemical,24.680411450188082,36.46778213095948,0
sandy,7.66588593310595,weekly,none,25.281908851025193,68.63329278873331,0
sandy,6.4661708188402285,daily,chemical,21.16936562978968,38.23177507957687,1
loam,9.039167817200322,weekly,chemical,26.460844012380313,59.66264433867318,1
sandy,9.400138740388067,daily,organic,21.504223925524226,51.86709059589247,0
loam,6.120528275816309,daily,chemical,15.785388284833047,65.37914910387036,1
sandy,5.421223353846893,weekly,chemical,20.43997210688712,52.15973022012524,0
loam,8.683153091463172,weekly,none,15.127580868131814,51.38236876625235,1
loam,5.648836213288817,bi-weekly,chemical,34.56709574113714,37.818320014735995,1
loam,8.935685911082071,bi-weekly,none,34.31494419639495,36.64917448206635,1
sandy,6.542429521892577,weekly,chemical,22.9031059494461,66.65956604462056,0
sandy,8.005299395748823,daily,chemical,29.567417086792922,43.11352795400136,0
sandy,4.573211883008009,daily,none,21.9161219682085,44.88329019851584,1
loam,7.743155948059438,daily,organic,28.42186314171952,60.392946337135534,0
sandy,6.710606072423374,daily,none,31.10860086091958,43.55293929691229,1
sandy,7.519650779052845,daily,none,33.935124893844815,68.0824978655601,1
loam,5.0080852464691805,bi-weekly,none,23.00424551699344,59.51711075995201,0
clay,8.421242469665092,weekly,organic,30.665959659120954,53.8971697029368,0
loam,9.176782465259372,bi-weekly,chemical,20.318569012642378,65.2358064217901,0
sandy,5.300438800544654,daily,none,34.80664607587296,31.98423633397931,0
loam,4.574287333120971,daily,none,15.515391975287024,40.28250768756835,1
clay,4.141831516278018,daily,organic,27.070576130022417,48.6014533688364,0
loam,7.851829002659596,daily,none,28.19011963302654,39.07914157886084,0
sandy,7.642564216532684,weekly,chemical,28.760911141482577,59.75620749208608,1
clay,7.28018447628442,daily,organic,17.40775157578178,66.768321242149,1
sandy,5.391682576695852,weekly,chemical,33.77059566946261,46.950804797236934,1
clay,6.345435975433088,daily,chemical,18.623665581001656,43.685304004475796,1
clay,7.566858011117038,weekly,organic,27.45506806479682,68.46202928550265,0
loam,6.980601153155016,bi-weekly,none,19.453521582461697,47.79409731310163,0
loam,9.926713121289325,daily,chemical,21.144328340425417,49.56193601797133,1
sandy,4.818638515340399,weekly,chemical,25.929170834562488,44.06599489367622,1
loam,8.170867324285563,bi-weekly,chemical,23.343868371291528,66.38193892048554,0
loam,6.425912608625753,daily,chemical,18.204512019530124,52.758219331274034,0
clay,6.569197689553689,daily,organic,18.418728048416966,60.48698348726579,0
loam,8.305586593949057,daily,organic,23.36289576325599,62.47226873403545,0
clay,8.154616907946217,weekly,chemical,30.145659565510016,43.673961676690325,0
clay,9.94753596221313,weekly,none,32.95929293695577,47.3477732528152,1
clay,4.770365736724751,bi-weekly,chemical,16.682553245187655,63.938870976250584,1
sandy,4.624657896304998,weekly,none,22.862078151188022,44.53021406703241,1
sandy,8.346032902772446,weekly,chemical,17.004911274457534,61.75740533807405,1
sandy,7.470321502038455,daily,none,15.331849612651958,67.63969290297749,0
clay,5.644963999358835,daily,chemical,28.234373652879132,54.92841492272028,1
sandy,4.47651621393392,daily,none,27.048988839331756,59.665091498075554,0
sandy,4.513949497578583,daily,chemical,18.260382276297726,62.2038924816454,0
loam,9.36514524798471,daily,chemical,19.67625666186128,63.801585955865704,0
sandy,5.151203948312458,daily,none,15.474155072890367,45.80213351427184,0
sandy,5.940229372693125,daily,organic,31.698944113888075,32.05053836703993,0
clay,5.359938413361928,bi-weekly,none,34.49381192097103,46.07505084946958,0
clay,6.129977834991624,bi-weekly,organic,17.709190735893817,56.95024919136359,0
clay,4.41654305647656,bi-weekly,chemical,19.629504275305962,48.01401543123171,1
clay,7.114358745449622,bi-weekly,none,32.36819047893868,59.95852603441594,0
clay,4.405675381553289,daily,none,33.529275959123694,44.27929717874655,1
clay,8.802139046934169,bi-weekly,none,23.39254765613621,55.38976564416118,1
sandy,5.402272491462599,daily,organic,16.01244944538148,37.456792194158986,0
clay,7.2400714876270635,bi-weekly,organic,15.787836673856388,59.974777465798276,0
clay,9.28047452536875,weekly,chemical,26.47899732138021,51.82783875252103,1
loam,7.905264214283165,bi-weekly,organic,22.85790217786358,38.16257554186402,1
sandy,7.197746719308012,bi-weekly,organic,15.57304855155309,41.67644693991229,1
sandy,5.946002518692254,daily,chemical,26.665047846251134,59.94434834327329,1
sandy,5.998011478349188,bi-weekly,none,15.22605073178045,49.30404942646083,0
clay,8.016921731189141,weekly,none,30.747439162985458,38.64125761572289,0
clay,9.964836167327006,daily,chemical,21.128656454067432,68.6908476148119,0
clay,7.971035139096272,daily,none,15.805160060184642,58.60500079267552,1
loam,7.346700504220149,bi-weekly,organic,26.767044419663065,68.28539330159185,0
clay,8.383903061435475,daily,chemical,22.953688288661095,47.08420181441373,1
loam,6.791233673702309,daily,chemical,34.47600826714299,49.00401362766882,0
sandy,4.360854055604712,daily,chemical,25.883973250074042,65.91820864740077,1
clay,7.373780895267458,daily,none,20.504783620740167,51.00197360981539,0
loam,9.74575170703228,daily,chemical,29.188777292679497,58.29115647622669,0
loam,5.051817654145958,daily,chemical,20.429840050854224,40.0869150998212,1
clay,8.140029344923995,weekly,chemical,33.0848658281513,47.86905874810562,1
sandy,5.205602131954339,bi-weekly,none,22.49443941014753,34.9379946324142,1
sandy,7.214966106838488,weekly,organic,25.997371255524104,38.23920143507847,1
sandy,4.580058697880318,daily,chemical,16.011462076484577,30.037736610705245,1
loam,6.702225617549111,daily,organic,23.522424759044615,31.57060206594641,0
loam,8.536979973371476,bi-weekly,none,31.6472707932199,69.09135292707717,1
loam,6.085429145433892,weekly,none,31.11297610726684,39.69414780547049,0
loam,7.989470346923309,bi-weekly,none,19.486371177070524,56.53242838016008,0
sandy,8.772699764738375,weekly,none,19.521581420211255,63.56398795198446,0
clay,9.563066916876716,daily,organic,31.346106244264735,52.02641836946257,0
loam,5.407852491132721,bi-weekly,chemical,33.60796840338651,36.125780003358244,0
loam,6.395895494855849,bi-weekly,none,16.907218425460073,59.124657493446655,1
sandy,4.914496079982505,daily,none,24.001172788524507,54.01005640398332,1
clay,9.954901012950252,bi-weekly,organic,21.74908557928458,59.25002357389501,0
clay,9.562005807545772,weekly,organic,32.41376910914879,60.789864914283484,0
sandy,7.239742781683358,weekly,none,16.670498293600374,69.0164147073898,1
sandy,9.052199766258529,weekly,chemical,19.22251885116075,52.9425312010684,1
clay,7.125747863632253,weekly,chemical,30.049366751729885,43.66564450762407,0
loam,7.741514128016558,daily,none,16.02587697962431,55.938582276009484,1
clay,4.5347465926960995,bi-weekly,organic,24.850707614285785,32.73762836970504,1
sandy,8.531622522980847,weekly,none,23.842140693594402,65.89589273286344,1
loam,4.766280901811409,daily,none,21.688023579774974,34.77524045352787,0
loam,8.95640578151517,bi-weekly,organic,22.891446306378477,43.11371351543273,1
sandy,8.692168526022314,bi-weekly,none,25.59881173860466,62.62981522504484,0
sandy,8.252468186457858,daily,none,18.22734716776766,53.89249513322847,0
sandy,4.216962283148573,daily,none,26.439917565671855,45.74542081109769,0
clay,5.818770135671972,weekly,organic,31.108646585999725,48.937426375000854,0
clay,5.578675419465057,bi-weekly,chemical,30.20321859580318,64.18189572808721,0
loam,6.160818444829115,bi-weekly,chemical,18.077998093875472,43.60017544239568,1
sandy,4.525856480583031,daily,organic,17.984989394829476,64.78598739248685,0
loam,9.621746938186376,bi-weekly,chemical,20.363487354898268,33.52537723906766,0
loam,7.322813444274257,weekly,none,22.221494526820745,61.07193748834523,0
loam,5.8331458639481415,bi-weekly,chemical,23.169111628169652,63.90190532218946,1
loam,6.381889102445701,daily,none,28.593944336666905,37.27270611349355,1
sandy,6.683215243029014,daily,chemical,16.13360864331671,47.21386129488802,1
loam,7.6035660001637035,weekly,organic,15.693454084521328,36.61999098654623,1
sandy,7.094076566178987,weekly,chemical,22.838211258878182,58.26416515976871,1
sandy,9.516351839286504,bi-weekly,chemical,28.94327384275961,51.41391072246627,1
clay,6.981780897434982,bi-weekly,chemical,18.868706859129652,55.41293386833284,1
sandy,9.952948088939877,daily,organic,27.830089625125034,37.85947867824844,0
clay,9.108549746470574,weekly,chemical,20.19656275880599,38.46983448209678,0
sandy,5.251063086144015,weekly,organic,32.721722176270326,31.659893020396254,1
sandy,9.583571287863498,weekly,none,32.91379888533233,42.88270140782919,0
sandy,4.698198387312857,bi-weekly,chemical,20.94574408562653,52.389786453347,0
clay,8.904698250947149,weekly,organic,19.599875079264812,64.31739655989315,1
clay,6.283739760859481,daily,organic,23.226079441324625,56.67709789834723,0
loam,9.267845922670418,daily,chemical,19.810631703602972,47.41585293599006,0
